female	male	cross	genotype	group	ltf_trans	dtf_trans	ros_diam_trans	dry_mass_trans	Area_day21_trans	Perimeter_day21_trans	Area_day29_trans	Perimeter_day29_trans	Area_growth_trans	Perimeter_growth_trans
ICE29	Tuescha-9	ICE29 x Tuescha-9	C016	14	2.52311643310785	1.81050988055511	63.7690279549995	-0.485157496499363	78.1400207943484	47.284318681567	51.6123775620189	23.2715176453255	25.3248283355222	13.990981070562
ICE29	TueWa1-2	ICE29 x TueWa1-2	C017	14	2.5059215040964	1.80970580626321	52.6407890381559	-0.665570293862061	75.9201857445886	45.7444119707635	48.8037385262485	21.7528369800907	23.497018178187	11.833646582458
ICE50	ICE29	ICE50 x ICE29	C018	15	2.46838902213961	1.77703993215018	59.7657595273174	-0.736702125533736	88.1416173051629	51.7496012037198	57.1789726116676	24.7455452269598	28.3086458409787	15.307662272348
ICE50	ICE61	ICE50 x ICE61	C019	15	2.58844159665524	1.79779058788248	67.3447496256248	-0.381194878872098	85.255913741104	49.4829558008764	58.2800787697845	24.6382053357268	29.2800583657518	15.6318666842932
ICE50	ICE73	ICE50 x ICE73	C020	15	2.51485661484661	1.79166122898478	47.6331733850108	-0.804520277109717	88.1896448777309	50.3075519918915	56.5225462106463	23.8482272164452	27.8032497309721	14.0909566034622
ICE50	ICE79	ICE50 x ICE79	C021	15	2.52601216790195	1.80318290474252	75.4792444880106	0.0302224780591007	79.4041003518115	46.3575106767397	55.8379276917169	23.1751194076215	28.0943515271018	14.0317892750305
ICE50	ICE119	ICE50 x ICE119	C022	15	2.60759281775317	1.81187063928363	71.5198263298875	-0.323153085245462	89.5751438969704	51.3861756843071	58.161043481303	24.5300181967512	28.8598442857715	15.0361586487625
ICE50	ICE150	ICE50 x ICE150	C023	15	2.43041534398366	1.77154152169354	78.930898784374	-0.521649697574239	95.2032339929241	54.4847730886123	59.7076547570355	25.4669014741437	29.3916859761074	15.6752036216999
ICE50	ICE181	ICE50 x ICE181	C024	15	2.60495014333698	1.85370889531761	19.5779879269203	-1.03580310865391	78.1132548595034	46.3855052020503	49.3259062125396	21.1533460438009	23.6056132426426	10.2899213607736
ICE50	ICE212	ICE50 x ICE212	C025	15	2.61078185276471	1.84155473555963	33.1530675504304	-0.63508275386043	87.0999363475735	50.1187700936328	53.4500176990114	22.6983701581412	25.6463934345443	12.0493018197996
ICE50	ICE216	ICE50 x ICE216	C026	15	2.60670521017068	1.81207221541892	90.0340903259733	0.143838876317156	82.463750076431	48.8812050959954	57.7291140037831	25.2540047940218	29.1136440890209	16.699527248836
ICE50	ICE228	ICE50 x ICE228	C027	15	2.47431446239041	1.82349210026981	54.15317127295	-0.206081918962979	90.1146953651389	50.8059762924083	60.182903276944	24.9667481020546	30.1923861386909	15.9456191057444
ICE50	Bak-2	ICE50 x Bak-2	C028	15	2.67658914266087	1.83593568762518	54.6893163522245	0.0495932623144839	91.4621180886515	54.2763009903361	58.6741303212969	25.634810856067	29.0593830191868	16.1993572068968
ICE50	Ey15-2	ICE50 x Ey15-2	C029	15	2.46831813183415	1.77904538786763	81.2968124661367	-0.456312883976265	87.1941631970697	49.8770879757589	58.2650707841738	24.7343167503364	29.1378414251245	15.7297971995702
ICE50	Fei-0	ICE50 x Fei-0	C030	15	2.59057063989114	1.81147818893345	64.3060251100324	0.0661433776840779	85.9865101844714	50.3096308228905	57.9909441618341	24.6546007435025	29.0134545990727	15.473654993804
ICE50	Mer-6	ICE50 x Mer-6	C031	15	2.5639240313711	1.78377539933115	79.0330323633972	-0.0842114010162215	91.8213493063573	53.7129206441477	61.1162758930244	26.0691826774482	30.6768153981537	17.0446631261472
ICE50	Nie1-2	ICE50 x Nie1-2	C032	15	2.47253696543553	1.77345459630883	63.4876092737647	-0.474496195403125	77.7961419272914	46.7594885436832	55.2017599310785	23.7022125627882	27.7951480432446	14.7829032256653
ICE50	Qui-0	ICE50 x Qui-0	C033	15	2.56184630371973	1.81547510228584	90.1964343217368	-0.00196505769744998	85.8200987133025	49.9290713465478	58.0845053633053	25.4081443688045	29.1103434449902	16.7538745846347
ICE50	Sha	ICE50 x Sha	C034	15	2.39979913359036	1.77012991451011	56.1572047758875	-0.795406470550502	92.865987918171	52.5713086411153	57.4047385735766	23.7676968281006	27.896867250838	13.1257380589695
ICE50	Yeg-1	ICE50 x Yeg-1	C035	15	2.37100236502482	1.78998657303306	49.1840974450767	-0.867119526638825	73.4944687226048	43.7187242275136	50.4528407731424	22.1785610279553	24.9670492447119	13.1105217794935
ICE61	ICE29	ICE61 x ICE29	C036	16	2.39149143959056	1.79303198278262	58.5087233155354	-0.901208109884379	71.871086125338	43.015080658853	50.8533311064028	22.3024395595008	25.3764383933381	13.4686099900743
ICE61	ICE72	ICE61 x ICE72	C037	16	2.39735362429395	1.80567321572124	58.5326720917574	-0.551624715361298	77.9269888763838	45.2824871586908	52.5928926130397	23.0631921037722	26.0787765773636	14.2448968476027
ICE61	ICE92	ICE61 x ICE92	C038	16	2.33535593058321	1.76988392877201	76.0476900630601	-0.839148185293397	75.8295531739374	44.1966550866158	55.1639378578164	24.0826965533414	27.8798147511417	15.8054117324187
ICE61	ICE107	ICE61 x ICE107	C039	16	2.39027287787214	1.79393325233615	87.1539601064986	-0.361127384070346	77.8923722336434	46.4428445633106	54.7165781817473	24.0006377614819	27.4681523363821	15.2833001785406
ICE61	ICE119	ICE61 x ICE119	C040	16	2.52232719518891	1.79379915093231	83.854390470511	-0.305907894299634	89.121689406972	51.5974241533098	59.0872603860481	25.4497632902185	29.5179366939402	16.4792815942224
ICE61	ICE150	ICE61 x ICE150	C041	16	2.42057356478842	1.79870441180809	82.9185672470067	-0.580270911307484	72.1439396439637	42.7417253403755	50.3266844398615	21.9580732861198	24.9816828596227	13.0045224025679
ICE61	Bak-2	ICE61 x Bak-2	C043	16	2.81759397873029	1.85906780479561	63.4379599594793	0.324628804743334	81.7697822135591	47.6590303353361	55.7169259356215	24.0408628994373	27.8422335313039	15.1061751723649
ICE61	Cdm-0	ICE61 x Cdm-0	C044	16	2.36410921080153	1.78963355251938	82.8418442473725	-0.434145521514396	77.1670018152694	45.5279613631645	54.150591920954	23.9490710179964	27.1514724202362	15.3988569285929
ICE61	Ey15-2	ICE61 x Ey15-2	C045	16	2.48153139435719	1.79684145680993	73.114173589035	-0.403867796905305	77.2923340277342	45.4685873776469	54.2878368280317	23.55474920831	27.2346814422208	14.8340147626477
ICE61	Koch-1	ICE61 x Koch-1	C046	16	2.41396402546818	1.77850564545841	74.8650388108854	-0.570336781697492	83.3968786259647	49.0166054076734	55.7907313675054	23.5840692622304	27.7637344341548	14.0420363916846
ICE61	Mer-6	ICE61 x Mer-6	C047	16	2.22111854706233	1.75918911337108	78.3110684763747	-0.814461627868924	83.1844562757228	49.9020742706138	55.8828154815064	24.7916732648619	27.8537948492388	15.80785903722
ICE61	Qui-0	ICE61 x Qui-0	C048	16	2.46836122679482	1.82085520262112	95.0206971398921	0.0676755317003086	78.7159304526433	46.4497909138709	54.6368863229173	24.2530234294085	27.3568836761661	15.6502781528861
ICE61	Rue3-1-31	ICE61 x Rue3-1-31	C049	16	2.45664345236611	1.80647916622649	99.3505276572742	0.0944797556616472	76.751380755762	45.5822872100263	55.3462534677123	23.9601070941833	27.949808106076	15.4072010939534
ICE61	Tuescha-9	ICE61 x Tuescha-9	C050	16	2.44306529748382	1.81605973408808	75.2416581502532	-0.141608370559278	81.2638009162659	48.0331717850465	54.5801508223349	23.4716492706858	27.1036201170256	14.1021942604329
ICE61	TueWa1-2	ICE61 x TueWa1-2	C051	16	2.5081277572541	1.81204120686351	85.7777353969605	0.00168946512601326	78.6598565409756	46.6897307284081	53.6199770278821	22.9755517191598	26.6897076827882	13.6576506285521
ICE61	Yeg-1	ICE61 x Yeg-1	C052	16	2.40582153525686	1.80122682143401	90.5929731483602	-0.320949467008592	78.2797487566085	46.0787436982822	56.1338130609133	23.8654172262273	28.3486233903947	15.1910444492636
ICE63	ICE50	ICE63 x ICE50	C053	17	2.60389285657535	1.79908860066358	76.0302454650324	-0.209274075793518	81.3226845105297	47.0538880893416	55.722233473484	24.1503161232876	27.8895861937905	15.4249029258027
ICE63	ICE61	ICE63 x ICE61	C054	17	2.46754670177362	1.79194198443888	76.3508124737286	-0.3476806941102	84.8051826731925	48.6866624173592	55.5478922411591	23.6944321985174	27.4630020094581	14.358531060233
ICE63	ICE72	ICE63 x ICE72	C055	17	2.59175588164219	1.84037963296069	48.5186195986324	-0.476382444434331	74.321226407141	43.9336536449701	49.1799276688265	22.3124796581789	23.7923818846793	13.1228507839642
ICE63	ICE73	ICE63 x ICE73	C056	17	2.50475438607153	1.82958352784704	67.4815954142353	0.0630136106168004	75.4787553027186	44.9524404000571	50.3387963087765	22.5009290067434	24.6946691634457	13.3058101813005
ICE63	ICE79	ICE63 x ICE79	C057	17	2.58920529701976	1.82178873293144	78.9204951459065	0.199674121529492	79.8447915635981	47.0159563780708	54.9138992546219	23.8763275277355	27.455147975894	14.9926789242302
ICE63	ICE107	ICE63 x ICE107	C058	17	2.51343477982951	1.79678827230238	76.3339842454565	-0.417476578791001	65.6301863651222	39.817619585045	48.5391228900485	21.9449344857621	24.3226248978992	13.6259095892179
ICE63	ICE111	ICE63 x ICE111	C059	17	2.62895739843723	1.83690109231353	96.3606540517351	0.512752173860721	71.6388820661195	43.2584343438009	52.4182109701908	23.2093806637114	26.4098513962924	14.7454436927346
ICE63	ICE212	ICE63 x ICE212	C060	17	2.57223095828589	1.81492171492677	80.0066986971222	-0.163349664560363	79.64159446124	46.6562408581811	53.7184345608178	23.1985503387496	26.6226924724673	13.983633670126
ICE63	Ey15-2	ICE63 x Ey15-2	C061	17	2.58550314659766	1.80079485105723	81.988899358838	-0.292028158211145	81.6745599085161	47.7210081174582	55.3892604947479	24.3811493359192	27.6315273779259	15.6259406000781
ICE63	Fei-0	ICE63 x Fei-0	C062	17	2.60474784018601	1.81468403016513	66.9071257981931	-0.0724684534257892	74.9010808305534	45.6737758361187	49.6429096620786	21.9205450655094	24.2667634870806	12.206206204928
ICE63	HKT2.4	ICE63 x HKT2.4	C063	17	2.55539170125083	1.80524366334261	85.6481229757705	-0.0513793957099567	67.3418241980578	40.8945027183036	50.6854530132328	22.5516745615617	25.5709866333265	14.275282056277
ICE63	Rue3-1-31	ICE63 x Rue3-1-31	C064	17	2.67396783629055	1.83373907218953	69.5616800504046	0.303620423723464	76.7934634840391	44.9786260898315	54.2297034660658	23.5236071623469	27.2221390484608	14.867263722344
ICE63	Sha	ICE63 x Sha	C065	17	2.60118332948354	1.80659996098826	66.8488128994495	-0.226116599550048	82.2845971425471	47.6274232026202	54.3650033195441	23.3187312856048	26.8627726315666	13.9287956515898
ICE63	Tuescha-9	ICE63 x Tuescha-9	C066	17	2.51489107392515	1.81264831091968	66.5942745307969	-0.164507773976193	78.7967223162719	46.5841155400392	53.5680715369979	23.3630125387239	26.6404951577566	14.3531766171082
ICE63	Yeg-1	ICE63 x Yeg-1	C067	17	2.50718554097628	1.80511355536143	70.3093104548878	-0.221588184620614	76.4368862860184	45.3257909850711	52.4163485884712	22.6465944914572	26.0671606055577	13.5129127004902
ICE72	ICE50	ICE72 x ICE50	C068	18	2.487026816866	1.80919698553573	65.8841503358685	-0.468432439464979	78.9092364315483	45.6647415417274	52.6191224373852	22.793208328668	25.9450206731097	13.604237306933
ICE72	ICE73	ICE72 x ICE73	C069	18	2.453468859227	1.82979617591421	52.5914115237633	-0.56287202362039	65.1036907467846	39.7626218724991	44.856605724748	20.543356911919	21.8537383403151	11.5584847502034
ICE72	ICE150	ICE72 x ICE150	C070	18	2.48609012266	1.82908058220288	67.6693793507374	-0.389441685155543	63.85040177167	39.5024421204374	43.53706413829	19.5902389956088	21.0229844201747	10.1225202379633
ICE72	ICE212	ICE72 x ICE212	C071	18	2.65048350494831	1.84341124436294	64.2842228385822	-0.213873027782837	68.2949047510915	41.5981162549995	47.1944009702419	20.8249609441397	23.1716463774875	11.4579565973376
ICE72	ICE216	ICE72 x ICE216	C072	18	2.53287986013716	1.80555675420188	71.9993275560819	-0.52167785908263	76.2615681557423	45.874325112267	53.1923962807773	23.6225950609699	26.5744810427345	14.8855246082975
ICE72	Bak-2	ICE72 x Bak-2	C073	18	2.89796103921906	1.88046636009924	35.7157489494813	0.768944977332746	80.7794894419597	48.180100124091	50.7742584956906	23.0547362460429	24.4323822239353	13.3987549449643
ICE72	Cdm-0	ICE72 x Cdm-0	C074	18	2.46033833865636	1.81899220312581	86.4352781790857	-0.0909301734470276	70.1852825691544	42.9075569940468	49.6861639000696	22.4313313373289	24.7185191977419	13.6707449637479
ICE72	Ey15-2	ICE72 x Ey15-2	C075	18	2.48316596827192	1.82103734257783	84.1203508138302	-0.413593670561543	72.1478674329602	43.5955906940056	49.9389649535384	22.1123623474874	24.7339739239652	13.0425589378733
ICE72	Fei-0	ICE72 x Fei-0	C076	18	2.52115477039998	1.82187491133275	76.6616319463181	-0.375835933187909	71.2116514067981	43.7483508399528	48.8651518999681	21.7987004225986	24.0636117931122	12.4867553599558
ICE72	HKT2.4	ICE72 x HKT2.4	C077	18	2.73966737374261	1.84792569922741	62.3635614672509	0.170144849848288	75.8168628405625	45.8466974295027	49.9532308080829	22.3195130783851	24.3694538539772	12.8139857760702
ICE72	Koch-1	ICE72 x Koch-1	C078	18	2.46204736959513	1.80974371465537	56.1347869470407	-0.39026467081817	75.7567454215498	45.6312159803588	49.5320472133989	21.7108379477306	24.0698585125706	11.75970068409
ICE72	Nie1-2	ICE72 x Nie1-2	C079	18	2.49848837008116	1.80797686774465	76.0250553466013	-0.485863250465666	70.8610093040078	42.8920825618111	48.8875004842263	21.7247004442035	24.0966099571501	12.4884885352625
ICE72	Qui-0	ICE72 x Qui-0	C080	18	2.62120259008136	1.83937403728295	54.9168217752405	-0.00810492051867162	82.2469648453453	49.2953100957683	53.2451108303469	24.1759311107059	26.1041425484416	15.0356385397208
ICE72	Tuescha-9	ICE72 x Tuescha-9	C081	18	2.55222690918399	1.84120245764551	59.8765138239219	-0.121707205328954	69.1359194524186	41.4644976337107	47.1699449102783	21.4267475218618	23.0223336122779	12.619761517482
ICE72	Yeg-1	ICE72 x Yeg-1	C082	18	2.41828843654521	1.81766409444867	79.9462734866834	-0.312132784514648	77.0992987323439	46.7116337342509	51.8356097348678	23.2449836842932	25.5886266349935	14.0891193833704
ICE73	ICE29	ICE73 x ICE29	C083	19	2.49383535141172	1.80281460145238	58.243403170333	-0.539807121613747	77.4537315913962	47.0768172365577	49.4197366741092	22.2478341167916	23.7233781027827	12.2148096227065
ICE73	ICE61	ICE73 x ICE61	C084	19	2.50064888687753	1.81125995351319	66.0829508384883	-0.397597297005144	80.3284417754835	47.3588729148879	52.8316919004387	22.5926161750792	26.0179576455311	12.8215684492704
ICE73	ICE107	ICE73 x ICE107	C085	19	2.55892109544122	1.81675425251962	73.0299165050399	-0.215103637231138	85.8254503797139	50.6349053809395	55.7757297644973	24.5399092731621	27.4893115441672	15.1765701111838
ICE73	ICE111	ICE73 x ICE111	C086	19	2.72897357174991	1.84833238927246	78.5932175337823	0.414654565382654	79.6580382211702	47.2780313890237	51.8827750866733	23.2594798554304	25.365997469842	13.96083150116
ICE73	ICE119	ICE73 x ICE119	C087	19	2.61421852595407	1.82250330612444	86.7747373556198	0.0270930382247726	79.9149390155773	47.3140943762672	51.9253319710131	22.9176968454995	25.3553294687644	13.3519409469346
ICE73	ICE181	ICE73 x ICE181	C088	19	2.49566280272697	1.83002334082246	58.8340972524641	-0.480103414232885	79.9642206334226	46.8391449019292	50.538449355541	22.1713304422243	24.2892680407005	12.1774158142288
ICE73	ICE216	ICE73 x ICE216	C089	19	2.55375978690652	1.82199625627023	75.9731199635808	0.170487611508665	91.9158240609213	53.0757814575589	58.0825625490701	25.3422179481551	28.5634442308031	15.9908560812307
ICE73	ICE228	ICE73 x ICE228	C090	19	2.46730267994912	1.80295239726326	70.4439402912394	-0.644679949615262	85.9146355808938	48.946686612026	55.2659803637077	23.5599984727156	27.1663095126746	14.0254269192155
ICE73	Bak-2	ICE73 x Bak-2	C091	19	2.86050451544083	1.87020729186912	66.1663933746775	0.834676602190493	81.4093585705392	47.5370050312947	51.3888602751573	22.909444272909	24.7634918297829	13.2856017532304
ICE73	Cdm-0	ICE73 x Cdm-0	C092	19	2.43551424147703	1.80416441587112	75.184785850476	-0.390394084428629	82.8201459741534	49.3140683425805	54.9398896431143	24.4824403735552	27.239722163825	15.4613752276925
ICE73	Ey15-2	ICE73 x Ey15-2	C093	19	2.47107882522308	1.81255023357859	82.2324846768925	-0.19851631576843	72.9590272815174	43.654181120769	50.7288604118674	22.3690619663305	25.1930599098219	13.4020107388206
ICE73	HKT2.4	ICE73 x HKT2.4	C094	19	2.59472789610716	1.80903847111462	80.8531528659446	-0.00863399877370014	80.7378688281793	46.8929646069852	52.0084635235567	22.9232130446159	25.3246470629716	13.4735971668907
ICE73	Koch-1	ICE73 x Koch-1	C095	19	2.44557010125263	1.81168518753371	56.9555405880838	-0.492346016014331	82.8873293351832	47.8843814410872	52.0708893912854	22.8933380730181	25.1577264641165	13.1836824204281
ICE73	Mer-6	ICE73 x Mer-6	C096	19	2.51167502456775	1.80635656749206	78.277986722261	-0.362049313324618	79.0284536125603	48.0773258827743	50.6213378522613	23.3057277970388	24.4672041389076	13.7960535322096
ICE73	Nie1-2	ICE73 x Nie1-2	C097	19	2.48051057892525	1.79906867200041	67.7183226642778	-0.545425979487053	76.856317264195	44.7172119889847	51.8557883984786	22.7271237071922	25.619449034728	13.7433545152444
ICE73	Qui-0	ICE73 x Qui-0	C098	19	2.68734298229038	1.83775360653186	94.4333875906828	0.374165103933882	84.2255018566882	49.4633474092111	54.5076212277982	24.3181238778375	26.7524531909882	15.1154034424768
ICE73	Rue3-1-31	ICE73 x Rue3-1-31	C099	19	2.53240045908985	1.80882778421194	88.6005189933842	-0.0665795738483201	79.8173884120223	46.7264155580843	53.4799226212783	23.5232853694142	26.4934391275914	14.5115129450892
ICE79	ICE61	ICE79 x ICE61	C100	20	2.57263398836765	1.80297977342109	80.9671686339118	-0.078745114278801	79.114387592645	45.8658057440931	54.7238991177752	22.9665504169741	27.3862260277011	13.8380990631535
ICE79	ICE72	ICE79 x ICE72	C101	20	2.44515678401033	1.81059136926066	65.0827117169755	-0.390511136384856	72.5780594347824	43.2477782234523	51.3667934903965	22.2029165490346	25.6577357188583	13.2307654642332
ICE79	ICE73	ICE79 x ICE73	C102	20	2.61274737605227	1.82536333369641	64.301382206763	0.153083336763183	80.2679786499528	46.9469910948461	53.1299443417777	23.0150685147808	26.2000504334044	13.6481044542102
ICE79	ICE92	ICE79 x ICE92	C103	20	2.59279449589444	1.80485333099498	80.3970625175087	-0.302092029779687	73.1319307990222	43.9551558544545	52.8480571766783	22.8394841655884	26.59121285511	14.1050222034553
ICE79	ICE107	ICE79 x ICE107	C104	20	2.57254599452877	1.82778254095495	85.4087229422245	0.455103923084245	69.9136659305251	42.3720664815357	51.9736287619574	22.9674126350441	26.2342828900761	14.5888250860018
ICE79	ICE111	ICE79 x ICE111	C105	20	2.67170607175549	1.83527043672931	79.2126207638149	0.382397178003251	75.0383731672122	44.710688913677	54.6718245189479	23.7488243204323	27.6311128760386	15.261373872308
ICE79	Bak-2	ICE79 x Bak-2	C106	20	2.7467139039297	1.86255974449072	47.1355411768103	0.0181196481642742	69.3130797846702	42.478145001159	46.8358785072233	21.5711823701355	22.8258254742625	12.4680450987999
ICE79	HKT2.4	ICE79 x HKT2.4	C107	20	2.66057200053324	1.81709418058029	82.3741878002191	0.0270432697617239	81.6701809795266	47.4635533395629	56.8609070332499	24.2209481024311	28.5992450125174	15.4127209926306
ICE79	Koch-1	ICE79 x Koch-1	C108	20	2.57093647636065	1.80556698043283	75.9153916451558	0.0548962797834396	79.5097490796096	45.9741702917266	55.2851648308324	23.231016698684	27.7165825804728	14.2293450514318
ICE79	Mer-6	ICE79 x Mer-6	C109	20	2.55522748332283	1.8040444424126	77.7217053716405	-0.253020704827422	72.8349979447957	44.064272203475	51.9714754654092	23.5795177101304	26.0265430251982	15.160556893574
ICE79	Qui-0	ICE79 x Qui-0	C110	20	2.68725570516275	1.84135536518832	80.2922049878728	0.143071845454669	79.4299528921035	47.3535446657158	54.8293555187654	24.6268132182478	27.4356828377092	16.0622730063338
ICE79	Rue3-1-31	ICE79 x Rue3-1-31	C111	20	2.47331448218757	1.8212693004757	90.0572729193894	0.164913831710314	67.4535930898759	40.1564956482101	50.1371834448348	21.9266594116073	25.2323504378886	13.5792182842892
ICE79	Tuescha-9	ICE79 x Tuescha-9	C112	20	2.60903746601239	1.82834487522791	37.0157042051576	-0.446291504642734	62.3506570349068	39.1046440855457	44.8874744981654	19.8498853268548	22.1286492811689	10.6575828440933
ICE79	TueWa1-2	ICE79 x TueWa1-2	C113	20	2.67222144452881	1.85107958998608	53.9252371137088	-0.177390450794394	61.0380850423612	38.4817972433527	43.0096110008049	19.4218543045302	20.94080957803	10.1078287341369
ICE92	ICE50	ICE92 x ICE50	C114	21	2.28912734423056	1.75676325543526	70.0968550718003	-0.753074165608184	75.652892293736	45.319421985019	55.3946372530468	24.1929273161115	28.0655997264499	15.8910113612371
ICE92	ICE63	ICE92 x ICE63	C115	21	2.51831877157493	1.78849104874863	79.6901882945117	-0.310062915154853	83.1413920738545	48.9296798181792	56.800270123136	24.3776402703474	28.4540735783431	15.3261182569996
ICE92	ICE72	ICE92 x ICE72	C116	21	2.48323167088381	1.80143750833669	77.8341886806687	-0.758380418801845	72.2422362058362	43.5422081927722	51.4497133036246	22.252411200216	25.7279334797226	13.2327714457293
ICE92	ICE73	ICE92 x ICE73	C117	21	2.39683146409318	1.78671604110138	67.1989478324692	-0.809036918567236	73.7619229681735	44.5855142505716	52.5030509595948	23.4641874765387	26.3209227812136	14.903717371969
ICE92	ICE107	ICE92 x ICE107	C118	21	2.42154986195464	1.78227939927082	73.2478193229741	-0.529661734488687	85.4533499558652	49.5850728457192	56.8234753867017	24.214250255964	28.2756521868876	14.9432129334882
ICE92	ICE212	ICE92 x ICE212	C119	21	2.59469644812082	1.80265908782869	71.4303630269931	-0.516197326949344	81.5746970247125	48.1199848974697	53.7426257695811	22.8550319066637	26.5058643864047	13.0049961423689
ICE92	ICE216	ICE92 x ICE216	C120	21	2.4613995590735	1.78488888707718	82.197190607448	-0.341191262056507	75.4738675865149	45.7399511688556	54.9098214994675	24.3430535654618	27.7484670951327	15.9334001337445
ICE92	ICE228	ICE92 x ICE228	C121	21	2.42720391816944	1.77993029263459	62.9576282055498	-0.711275291886804	77.2690118194131	45.6733462650379	54.827999081836	23.7877798249772	27.5850810605039	15.1545394717137
ICE92	Bak-2	ICE92 x Bak-2	C122	21	2.65729262452154	1.81856719783816	73.3020610730096	0.29648586893895	81.5101141949655	49.0197422710668	55.3121571771107	24.3044786297001	27.6036759632396	15.2429657754023
ICE92	Cdm-0	ICE92 x Cdm-0	C123	21	2.50190588475458	1.7941721244134	102.902815786542	-0.0749558127430775	73.5512249999043	44.1141853954692	54.2933726301763	24.0898072856896	27.4771363237691	15.8335745484989
ICE92	HKT2.4	ICE92 x HKT2.4	C124	21	2.50455332238655	1.78839008635142	81.6040666041894	-0.281727853902194	75.085385764209	44.9324022914325	53.1900485050436	23.4005429568232	26.6739744619902	14.7114109257344
ICE92	Mer-6	ICE92 x Mer-6	C125	21	2.37153558038364	1.78359487084975	72.7852374542577	-0.621229159181825	62.7106964681179	39.1220268356459	47.8808731017963	22.0528546491542	24.0937136202869	13.937319511079
ICE92	Qui-0	ICE92 x Qui-0	C126	21	2.53205229889521	1.81775809613257	97.8875320079474	0.00277358354456281	76.1713761936702	46.2412654897264	54.1902344390941	24.5565249092223	27.249631667716	16.1791437141428
ICE92	Sha	ICE92 x Sha	C127	21	2.18281082060658	1.76471616100915	53.1375538179482	-1.17212371481967	72.4946417285933	43.7095384010122	50.9947484907585	22.6971029287302	25.3835513691951	13.9470225628158
ICE107	ICE50	ICE107 x ICE50	C128	6	2.40609286480886	1.79537344296107	53.231671203908	-0.940148628740372	65.1908600326399	39.2481042526493	48.9657068198972	21.7271531841014	24.6326299861824	13.4780819240128
