"FID","Area_Day_21","Area_Day_21_.MPH.","Area_Day_29","Area_Day_29_.MPH.","Area_Growth","Area_Growth_.MPH.","DTF","LTF","LTF_.MPH.","Perimeter_Day_21_.MPH.","Perimeter_Day_29","Perimeter_Day_29_.MPH.","Perimeter_Growth","Perimeter_Growth_.MPH.","Rosette_Diameter","Rosette_Diameter_.MPH.","Rosette_Dry_Mass_.MPH."
"C187",70.3039,2.215,47.0102,-0.0786,22.8258,-0.1986,3.7238,2.8171,0.2702,-0.4031,20.7558,-0.1882,11.2881,-0.1376,42.8615,-12.2389,0.539
"C188",85.2596,20.3562,56.3999,4.4923,27.9829,2.1966,3.6434,2.5044,-0.1022,4.247,24.3219,2.0194,15.2592,2.1386,73.6649,8.4797,-0.112
"C189",80.9635,19.9858,52.3883,2.1431,25.5979,0.6046,3.5924,2.4213,-0.1587,5.1057,22.6141,0.4807,12.6641,-0.5081,63.5109,-1.2127,-0.3592
"C190",78.5931,16.5758,53.6987,5.2374,26.7358,2.859,3.6342,2.4811,-0.0934,3.6057,23.6109,1.9872,14.7221,2.2851,73.2986,14.7909,-0.2325
"C191",70.7425,-3.4572,47.7923,-2.5083,23.3559,-1.5693,3.74,2.883,0.2001,-1.6214,21.5128,-0.631,12.5168,-0.5087,53.451,-15.5114,0.0879
"C192",75.6815,14.2198,50.1768,1.8662,24.5319,0.6203,3.6742,2.626,0.0343,3.8141,22.5861,1.113,13.3665,0.8943,56.9121,-13.0836,-0.1597
"C193",74.1202,3.6236,51.7848,1.5852,25.816,0.9453,3.6968,2.6403,-0.0026,0.7141,22.6895,0.4268,13.7211,0.5777,59.6274,-7.0753,-0.1292
"C195",77.0677,17.9842,50.7038,3.2339,24.8063,1.4162,3.6912,2.7324,0.218,3.8158,22.0099,1.0923,12.4659,0.7926,59.9768,2.7365,0.4119
"C196",85.7505,24.4506,54.3851,4.4416,26.5229,1.9083,3.6596,2.5631,0.0659,5.8373,23.5433,1.6543,13.8144,1.1123,66.4208,4.0179,0.4958
"C197",76.4399,13.9898,53.2059,4.7186,26.5593,2.6054,3.6316,2.5493,0.1301,2.5408,23.0695,1.6302,14.241,1.9048,79.9537,20.1538,0.2702
"C198",72.8242,7.3624,53.266,4.4546,26.8751,2.6796,3.712,2.809,0.2948,1.264,23.0368,1.3661,14.5472,1.8335,62.5673,-2.7887,0.8059
"C200",78.286,4.6654,49.2084,0.6921,23.5404,0.2844,3.6438,2.4671,-0.0088,1.5679,21.532,0.0847,11.195,-0.3438,52.9651,-0.4715,-0.2438
"C201",90.3192,20.0284,59.4709,5.6106,29.7035,3.0909,3.635,2.5186,0.0387,4.3594,24.835,1.7589,15.591,1.8231,96.4476,32.236,0.1837
"C202",90.5352,30.013,57.2567,6.8427,27.9688,3.2657,3.6558,2.5566,0.1088,8.1156,24.6318,2.2344,14.8002,1.7159,64.1615,6.6274,0.6308
"C203",75.316,-4.7574,50.2198,-2.0334,24.5974,-1.1541,3.681,2.6974,0.1413,-0.0715,22.3347,-0.5828,12.7937,-0.8791,66.5191,-1.4697,-0.1632
"C204",80.6792,13.7684,51.1264,0.8632,24.7036,-0.0343,3.6518,2.5845,0.1195,3.5095,22.7551,0.5083,13.1283,0.0089,55.3194,-13.7027,-0.29
"C205",77.9722,9.0836,50.0545,1.5728,24.2088,0.6598,3.6692,2.5465,0.0341,2.5039,21.5847,0.3653,11.3743,-0.1898,46.73,-6.2247,-0.3601
"C206",87.9097,20.7556,56.8176,4.6653,28.04,2.343,3.6236,2.5793,0.0632,4.8203,24.3401,1.3037,14.7639,0.9734,77.944,12.2148,-0.116
"C207",87.5201,22.2896,58.8469,7.1087,29.486,3.9798,3.6418,2.4346,0.0101,4.8832,24.762,1.8449,15.7542,1.9265,82.5143,-2.8272,0.2405
"C208",71.2066,-4.1848,48.4713,-0.9513,23.8014,-0.415,3.6404,2.5005,0.1129,-0.9003,21.0023,-0.689,11.5045,-0.8159,71.1979,14.9311,0.3955
"C209",83.7302,14.4168,52.9751,1.1027,25.7289,0.1408,3.6452,2.5669,0.0927,4.318,23.7839,0.6747,14.1425,0.1165,72.9157,-4.9033,0.0892
"C210",84.5729,20.413,57.081,6.317,28.4721,3.4503,3.6038,2.5459,0.1584,4.7029,24.0761,1.6317,14.8475,1.4867,73.3772,8.9948,0.3535
"C212",78.6037,3.6188,54.6357,1.9776,27.3665,1.1982,3.6322,2.5315,0.0156,-0.0311,24.2403,0.4406,15.5575,0.69,79.8502,8.229,-0.0825
"C214",83.6098,13.4566,56.5467,4.6174,28.2644,2.6606,3.6078,2.6141,0.0433,3.5259,24.6486,1.6022,15.6611,1.814,82.3896,14.1381,0.0997
"C215",94.5591,30.7522,61.9824,6.4042,31.0443,3.1098,3.6612,2.5647,-0.0456,7.2389,26.0438,1.9245,16.7692,1.4221,68.3629,-9.5968,0.1587
"C216",76.8914,0.6376,55.8128,1.8417,28.2268,1.1535,3.606,2.6069,-0.0797,-0.1474,24.8489,0.8881,16.5729,1.3209,101.5209,19.784,-0.2521
"C217",78.7758,12.2056,55.7788,3.7976,28.0933,2.0336,3.6624,2.6225,0.0271,2.8615,24.7857,1.4957,16.3193,1.6206,95.0988,12.3286,0.6841
"C218",82.0128,9.4864,56.7431,4.1669,28.4954,2.432,3.6278,2.5464,0.0202,1.5544,24.5959,1.2691,15.9422,1.5951,89.1674,16.8632,0.2058
"C219",82.3062,10.0342,54.9039,0.9404,27.2324,0.2124,3.7162,2.7268,0.1349,2.5715,23.8196,0.3371,14.5907,-0.0638,61.0525,-14.5165,0.1375
"C221",78.6057,12.8574,55.2651,4.1246,27.7801,2.2419,3.5918,2.6313,0.1132,3.3707,24.3812,1.6467,15.6827,1.783,87.8662,17.8514,0.4453
"C222",80.0166,4.7798,55.5389,1.9248,27.8571,1.0944,3.6262,2.569,0.0681,1.1825,24.4005,0.6946,15.6794,0.7509,85.4622,10.2848,0.3651
"C223",75.6643,4.2356,55.595,3.4372,28.1658,2.0637,3.5342,2.3633,-0.0596,-0.0211,24.5744,1.3183,16.5145,1.9518,87.8511,15.2766,-0.0101
"C224",84.1983,27.8456,56.9699,7.0131,28.4924,3.6011,3.7182,2.8755,0.2687,5.9582,25.5141,2.5247,16.9147,2.5243,81.749,6.6744,0.5785
"C225",83.5874,20.686,58.1531,5.6711,29.3158,2.9722,3.6416,2.4732,-0.0448,4.4521,25.416,1.9284,16.9721,2.032,88.8703,10.7398,0.4083
"C226",67.7881,-14.1628,50.6219,-1.0915,25.5139,-0.1745,3.6684,2.6362,-0.0017,-4.4524,22.5309,-0.7686,14.2125,-0.1009,90.7295,20.0368,0.24
"C227",77.5254,-0.2962,52.4963,-0.2551,26.0139,-0.1556,3.6564,2.5055,0.0442,-0.3977,23.0693,-0.1334,14.0339,-0.1184,62.5286,-5.1844,-0.0636
"C228",88.953,22.3844,58.2567,6.2341,28.9896,3.3847,3.647,2.4684,-0.0479,5.1822,25.0248,2.5754,16.1037,2.9718,96.4806,32.1374,0.7218
"C229",79.3308,10.3076,53.5172,2.6646,26.5367,1.3631,3.69,2.663,0.167,2.382,23.1503,0.9865,13.9071,0.9702,60.0319,-3.9348,0.4851
"C230",64.157,-31.8104,47.3339,-8.3376,23.643,-4.2926,3.6498,2.421,-0.1347,-7.9058,20.9941,-2.5281,12.5252,-2.1067,58.2377,-15.8137,-0.3667
"C231",75.3645,-4.1746,53.6516,-0.4128,26.9544,-0.12,3.6744,2.6452,0.0131,-0.8249,23.47,0.1063,14.8998,0.363,62.425,-15.4037,0.0271
"C232",83.2544,19.4044,56.5316,4.4572,28.2925,2.2317,3.6228,2.5616,0.0207,5.2797,24.0429,1.35,14.9661,0.9827,76.7251,-2.1368,0.0556
"C233",74.4516,2.528,50.6721,0.3791,24.9834,0.1115,3.7108,2.6313,0.0431,0.7491,21.7596,0.094,12.3879,-0.0402,39.0796,-23.7149,-0.1168
"C234",88.8545,20.887,57.5327,5.2871,28.4811,2.7829,3.6222,2.5408,0.0793,5.1499,24.294,1.8547,14.8367,1.7614,70.9174,9.0965,-0.0983
"C236",79.5152,6.7656,55.4698,1.9204,27.8529,1.0238,3.5972,2.4756,-0.0248,2.3528,24.5228,1.1596,16.0183,1.3266,87.0019,-8.1795,-0.1842
"C237",79.7978,8.735,55.7633,2.4283,28.0117,1.2651,3.6466,2.479,-0.0645,2.1827,23.4178,0.8164,14.4889,0.7461,74.377,1.5217,0.3569
"C238",78.5577,8.8682,54.6703,2.0951,27.3931,1.0484,3.6382,2.5767,0.1133,2.1027,23.3456,0.4551,14.4546,0.2297,93.0303,18.808,0.5581
"C239",77.8914,-3.0484,48.689,-5.2322,23.1235,-3.688,3.6242,2.3507,0.0501,-0.3437,20.5287,-2.4051,8.8842,-4.8166,29.4577,-34.9657,-0.3929
"C240",79.6675,13.337,54.2761,4.3216,27.0377,2.4257,3.692,2.6569,0.3741,2.5852,23.1743,1.4609,14.078,1.8543,65.6565,16.4074,1.0676
"C241",79.236,6.9746,55.7474,3.9408,28.0509,2.3614,3.6214,2.5462,-0.0371,1.3736,23.5274,0.825,14.5898,0.9917,71.7482,4.9637,-0.1571
"C253",87.2607,26.141,58.292,6.8034,29.1348,3.545,3.5414,2.3553,-0.0915,6.2267,24.5926,2.0512,15.4009,1.8768,61.759,-11.727,-0.286
"C254",89.6132,27.7764,59.9017,8.3865,30.0252,4.6123,3.557,2.4956,0.0164,6.9543,26.0972,3.1701,17.4723,3.588,99.6371,11.7733,-0.091
"C255",71.5742,-12.9044,48.9761,-6.188,24.0928,-3.6508,3.6582,2.5289,0.0101,-1.3216,22.727,-1.2731,13.6302,-1.754,54.3511,-43.221,-0.9964
"C256",78.2568,13.4806,55.8556,4.2885,28.1868,2.3179,3.577,2.4676,-0.0363,3.8569,24.7094,1.5387,16.2752,1.5393,108.3812,5.9987,-0.0871
"C257",80.3417,8.4574,55.0929,2.9307,27.5396,1.6671,3.534,2.25,-0.1846,2.1285,23.7818,0.5743,14.8349,0.4506,78.2556,-13.6609,-0.5314
"C258",82.7077,23.1118,54.9353,5.1497,27.1208,2.4409,3.648,2.4915,-0.0598,5.9221,24.6091,2.4657,15.6172,2.4367,76.0606,-10.2545,-0.3008
"C259",79.4019,8.2972,54.8775,1.4214,27.474,0.646,3.5962,2.5214,-0.0335,1.7935,24.5761,0.6158,16.0213,0.6143,95.3742,-3.7153,-0.5757
"C260",69.9305,-2.18,51.1671,0.4407,25.7231,0.3758,3.5514,2.3071,-0.1194,-0.6559,22.9525,0.3372,14.568,0.6311,78.8501,-10.777,-0.4575
"C261",81.275,15.761,57.3851,4.5575,28.9685,2.4139,3.5762,2.4969,-0.0095,3.8824,24.7211,1.642,16.1969,1.7017,90.7287,-5.6472,-0.1465
"C262",75.0833,1.68,54.384,1.2078,27.4444,0.7254,3.602,2.5564,0.0433,0.3596,25.1805,1.1474,17.214,1.5716,105.7493,-5.4301,-0.0517
"C263",81.8837,19.5918,56.7928,4.725,28.5446,2.3919,3.5598,2.4426,0.0162,4.8873,25.1054,1.7371,16.609,1.6316,84.1751,-13.5677,-0.1058
"C264",78.1391,1.5184,54.8294,1.4157,27.5313,0.9117,3.491,1.9926,-0.271,0.1537,24.053,0.6414,15.4867,1.0335,73.3667,-14.5772,-0.8854
"C265",89.7593,37.5922,56.2696,6.8225,27.4774,3.0574,3.6406,2.5913,0.3454,8.9576,24.4812,2.29,14.6141,1.638,83.5706,10.8009,0.7483
"C267",81.9059,13.9116,56.5016,3.6531,28.3629,1.9091,3.6044,2.5624,0.0806,3.1762,24.2588,1.4845,15.4415,1.5645,89.9256,21.4284,0.2829
"C268",72.9143,4.15,52.8389,1.6528,26.5859,0.9252,3.5566,2.4338,-0.0215,1.1653,23.4993,0.894,15.019,1.0904,83.5016,15.4659,0.0338
"C269",82.4617,20.2438,55.8738,4.6324,27.8847,2.292,3.6286,2.5247,-0.0335,5.431,24.6768,2.061,15.7492,1.9673,99.7126,27.4382,0.2858
"C270",75.6748,14.4692,53.0072,3.7558,26.5106,1.9316,3.6236,2.5395,0.0726,3.7098,23.6736,1.7287,15.0333,1.8046,98.4142,25.1064,0.6147
"C271",63.1093,-19.8938,41.5189,-9.7148,19.5191,-6.0202,3.5868,2.3074,-0.1561,-6.0458,17.5845,-4.553,7.757,-5.4275,19.8677,-46.2389,-0.8759
"C272",84.0191,21.026,55.3629,3.9908,27.4345,1.8487,3.531,2.3651,-0.0551,5.9917,23.9689,1.2679,14.3522,0.6009,65.5531,2.8378,-0.2191
"C273",72.1308,1.9276,48.7268,-2.1337,23.8898,-1.5394,3.5494,2.2616,-0.2146,1.2429,22.105,-0.7024,12.7597,-1.3755,53.8728,-28.2317,-0.7513
"C274",76.4633,14.2994,53.7043,4.2762,26.9022,2.2808,3.5144,2.2999,0.0055,3.5321,23.2969,1.3857,14.3359,1.2433,60.353,-2.759,0.0847
"C275",77.9366,23.7878,52.0919,4.8648,25.6896,2.2789,3.5788,2.4722,-0.0062,6.7049,23.872,2.2277,14.8103,1.89,74.1449,8.5327,0.0216
"C276",84.5279,31.0326,59.4062,9.654,30.0462,5.1832,3.5456,2.4377,0.0482,7.3389,25.5552,3.4126,17.1079,3.6379,82.8586,14.1906,0.4218
"C277",83.5813,25.3868,55.5225,6.2935,27.5397,3.2154,3.5402,2.4051,0.0801,5.7313,23.8704,2.0242,14.4563,1.8116,68.52,23.864,0.4357
"C278",74.24,12.7062,50.1446,3.0132,24.6689,1.5387,3.5382,2.2617,0.0527,2.1532,21.5231,0.5577,11.8572,0.3883,41.02,-2.6749,0.1977
